Structure Id,DFRP Structure Number,TC Identifier,Structure Name,Structure Name (fr),DFRP Reportable,Structure Status,Structure Status,Structure Status (fr),Structure Type,Structure Type,Structure Type (fr),Surplus,Parent Asset No.,Structure Condition,Structure Condition,Structure Condition (fr),Construction Year,Date Placed In Service,Date Decommissioned,Custodian,Custodian Name,Custodian Name,Interest Type Code,Interest Type,Interest Type (fr),Security Code,Security Code,Security Code (fr),Outdoor Parking Spaces,Transferee Custodian,Transferee Custodian Name,Transferee Custodian Name (fr),Archive Type Code,Archive Type Code,Archive Type Code (fr),Structure Use,Structure Use (fr),Partial Space Used,Heritage Designation,Heritage Designation,Heritage Designation (fr),Decision Date,Has ODS Equipment,Wastewater Issue,Waste Program,Hazardous Waste Program,Drinking Water Issue,Green Building Standard,Asbestos Status (EN),Asbestos Status (FR),Asbestos Remark,Asbestos Management Plan (EN),Asbestos Management Plan (FR),Address,Adresse (fr),City,Postal Code,Province Id,Province Name,Province Name (fr),Description,Description (fr),Floor Area (m²),Number of Floors,Indoor Parking Spaces,Area Includes Interior Parking,Outdoor Parking Spaces,has_geometry_ind
445,112481,614258-B003,Shed,Remise,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130018638,2,Fair,Passable,1973,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Housing – single,Logement - simple,0,NONE,No Heritage Value,Aucune valeur patrimoniale,2006-05-16 0:00,0,0,0,0,0,0,,,,,,"3815 Sideline 28, Rural Road 5","3815 Sideline 28, Route Rural 5",Pickering,,35,Ontario,Ontario,Ex-Tapscott,Ex-Tapscott,217,1,0,0,,1
446,112482,614258-B004,Shed,Remise,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130018638,2,Fair,Passable,1973,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NONE,No Heritage Value,Aucune valeur patrimoniale,2006-05-16 0:00,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,"3815 Sideline 28, Rural Road 5","3815 Sideline 28, Route Rural 5",Pickering,,35,Ontario,Ontario,Ex-Tapscott,Ex-Tapscott,44,1,0,0,,1
447,112483,614258-B005,Barn,étable,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130018638,2,Fair,Passable,1973,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Shelter – animal,Abri - animaux,0,NONE,No Heritage Value,Aucune valeur patrimoniale,2006-05-16 0:00,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,"3815 Sideline 28, Rural Road 5","3815 Sideline 28, Route Rural 5",Pickering,,35,Ontario,Ontario,Ex-Tapscott,Ex-Tapscott,549,1,0,0,,1
448,112484,614258-B006,Shed,Remise,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130018638,2,Fair,Passable,1973,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NONE,No Heritage Value,Aucune valeur patrimoniale,2006-05-16 0:00,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,"3815 Sideline 28, Rural Road 5","3815 Sideline 28, Route Rural 5",Pickering,,35,Ontario,Ontario,Ex-Tapscott,Ex-Tapscott,17,1,0,0,,1
449,112485,614258-B007,Shed,Remise,0,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130018638,2,Fair,Passable,1973,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,8,Administrative Adjustment,Modification administrative,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,"3815 Sideline 28, Rural Road 5","3815 Sideline 28, Route Rural 5",Pickering,,35,Ontario,Ontario,...,...,9,1,0,0,,1
450,112486,614258-B008,Shed,Remise,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130018638,2,Fair,Passable,1973,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NONE,No Heritage Value,Aucune valeur patrimoniale,2006-05-16 0:00,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,"3815 Sideline 28, Rural Road 5","3815 Sideline 28, Route Rural 5",Pickering,,35,Ontario,Ontario,Ex-Tapscott,...,34,1,0,0,,1
452,112488,614267-B002,Shed,Remise,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130018638,2,Fair,Passable,1973,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,"3775 North Road, Rural Road 5","3775 route Nord, Route Rural 5",Pickering,,35,Ontario,Ontario,...,...,19,1,0,0,,1
455,112491,614269-B001,House ex-Bauer,Ancienne maison Bauer,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130018638,2,Fair,Passable,1960,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Housing – single,Logement - simple,0,NONE,No Heritage Value,Aucune valeur patrimoniale,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,"3825 Sideline 30, Rural Road 5","3825 Sideline 30, Route Rural 5",Pickering,,35,Ontario,Ontario,...,...,151,1,0,0,,1
456,112492,614269-B002,Hen House,Poulailler,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130018638,2,Fair,Passable,1973,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Shelter – animal,Abri - animaux,0,NONE,No Heritage Value,Aucune valeur patrimoniale,,0,0,0,0,0,0,,,,,,"3825 Sideline 30, Rural Road 5","3825 Sideline 30, Route Rural 5",Pickering,,35,Ontario,Ontario,...,...,47,1,0,0,,1
457,112493,614269-B003,Hen House,Poulailler,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130018638,2,Fair,Passable,1973,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Shelter – animal,Abri - animaux,0,NONE,No Heritage Value,Aucune valeur patrimoniale,,0,0,0,0,0,0,,,,,,"3825 Sideline 30, Rural Road 5","3825 Sideline 30, Route Rural 5",Pickering,,35,Ontario,Ontario,...,...,37,1,0,0,,1
472,112508,614278-B002,House ex-Wright,Ancienne maison Wright,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130018638,2,Fair,Passable,1973,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Housing – single,Logement - simple,0,NONE,No Heritage Value,Aucune valeur patrimoniale,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,"3850 Sideline 32, Rural Route 1","3850 Sideline 32, Route Rural 1",Pickering,,35,Ontario,Ontario,1 - 1/2 storey,1 - 1/2 étages,121,1,0,0,,1
478,112514,614280-B001,Ex-Page House,Ancienne Maison Page,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130018638,2,Fair,Passable,1973,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Housing – single,Logement - simple,0,NONE,No Heritage Value,Aucune valeur patrimoniale,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,"3900 Sideline 32, Rural Route 1","3900 Sideline 32, Route Rural 1",Pickering,,35,Ontario,Ontario,...,...,125,1,0,0,,1
479,112515,614280-B002,Garage,Garage,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130018638,2,Fair,Passable,1973,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Vehicle/equipment storage,Entreposage des véhicules/de l'équipement,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,"3900 Sideline 32, Rural Road 1","3900 Sideline 32, Route Rural 1",Pickering,,35,Ontario,Ontario,...,...,79,1,0,0,,1
483,112519,614290-B001,House ex-Moser,Ancienne maison Moser,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130018638,2,Fair,Passable,1968,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Housing – single,Logement - simple,0,NONE,No Heritage Value,Aucune valeur patrimoniale,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,"3835 York Durham Townline, Rural Route 1","3835 Chemin de canton de York Durham, Route Rural 1",Pickering,,35,Ontario,Ontario,...,...,194,1,0,0,,1
485,112521,614290-B003,Shed,Remise,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130018638,2,Fair,Passable,1973,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,"3835 York Durham Townline, Rural Road 1","3835 Chemin de canton de York Durham, Route Rural 1",Pickering,,35,Ontario,Ontario,...,...,33,1,0,0,,1
490,112526,614292-B001,House ex-Bowles,Ancienne maison Bowles,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130018638,2,Fair,Passable,1966,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Housing – single,Logement - simple,0,NONE,No Heritage Value,Aucune valeur patrimoniale,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,"3855 York Durham Townline, P.O. Box 65","3855 Chemin de canton de York Durham, C.P. 65",Pickering,,35,Ontario,Ontario,...,...,164,1,0,0,,1
500,112536,614306-B002,Office ex-Co.Ontario,"Bureau, ancien Co.Ontario",1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130018638,2,Fair,Passable,1973,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Office,Bureau,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,4425 Brock Rd,4425 ch Brock,Pickering,,35,Ontario,Ontario,Mobile office building,Bâtiment de bureau mobile,28,1,0,0,,1
501,112537,614306-B003,Shed,Remise,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130018638,2,Fair,Passable,1973,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,4425 Brock rd,4425 ch Brock,Pickering,,35,Ontario,Ontario,...,...,55,1,0,0,,1
505,112541,614306-B007,Garage Truck Service - ex-Co.Ontario,Garage pour l'entretien de cammions - ancien Co.Ontario,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130018638,2,Fair,Passable,1955,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Maintenance, repair, or servicing","Entretien, réparations ou service",0,NONE,No Heritage Value,Aucune valeur patrimoniale,,0,0,0,0,0,0,Yes,Oui,March 2021: Final Visual (Isolation Type 1) - Asbestos containing material removal required.  Window glazing putty & caulking has been removed and replaced. Contractor damaged at least 3 window panes during removal activities.,Yes,Oui,4425 Brock rd,4425 ch Brock,Pickering,,35,Ontario,Ontario,4 bays concrete blocks truck service garage,Garage d'entretien pour 4 cammions en blocks de ciment,258,1,0,0,,1
507,112543,614306-B010,Shed,Remise,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130018638,2,Fair,Passable,1973,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,4425 Brock rd,4425 ch Brock,Pickering,,35,Ontario,Ontario,...,...,42,1,0,0,,1
512,112548,614314-B002,Shed,Remise,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130018638,2,Fair,Passable,1973,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,"4280 Brock Road, Rural Road 5",4280 chemin Brock Route Rural 5,Pickering,,35,Ontario,Ontario,...,...,33,1,0,0,,1
513,112549,614314-B003,Mechin-Stephens House,Maison Mechin-Stephens,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130018638,2,Fair,Passable,1973,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Housing – single,Logement - simple,0,NONE,No Heritage Value,Aucune valeur patrimoniale,2009-09-18 0:00,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,"4280 Brock Road, Rural Road 5",4280 chemin Brock Route Rural 5,Pickering,,35,Ontario,Ontario,...,...,306,1,0,0,,1
514,112550,614324-B001,Shed,Remise,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130018638,2,Fair,Passable,1973,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NONE,No Heritage Value,Aucune valeur patrimoniale,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,"4130 Sideline 20, Rural Road 5","4130 Sideline 20, Route Rural 5",Pickering,,35,Ontario,Ontario,...,...,26,1,0,0,,1
515,112551,614324-B002,Shed,Remise,0,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130018638,2,Fair,Passable,1973,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,8,Administrative Adjustment,Modification administrative,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NONE,No Heritage Value,Aucune valeur patrimoniale,,0,0,0,0,0,0,,,,,,"4130 Sideline 20, Rural Road 5","4130 Sideline 20, Route Rural 5",Pickering,,35,Ontario,Ontario,...,...,14,1,0,0,,1
516,112552,614324-B003,Shed,Remise,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130018638,2,Fair,Passable,1973,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NONE,No Heritage Value,Aucune valeur patrimoniale,,0,0,0,0,0,0,,,,,,"4130 Sideline 20, Rural Road 5","4130 Sideline 20, Route Rural 5",Pickering,,35,Ontario,Ontario,...,...,21,1,0,0,,1
519,112555,614324-B006,Former Robinson House,ancienne maison Robinson,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130018638,2,Fair,Passable,1973,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Housing – single,Logement - simple,0,NONE,No Heritage Value,Aucune valeur patrimoniale,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,"4130 Sideline 20, Rural Road 5","4130 Sideline 20, Route Rural 5",Pickering,,35,Ontario,Ontario,...,...,271,1,0,0,,1
531,112567,614371-B001,House ex-Woolgar,Ancienne maison Woolgar,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130018638,2,Fair,Passable,1960,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Housing – single,Logement - simple,0,NONE,No Heritage Value,Aucune valeur patrimoniale,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,630 Concession 7,630 Concession 7,Pickering,,35,Ontario,Ontario,...,...,292,1,0,0,,1
535,112571,614373-B001,Ex-Presutti House,Anncienne Maison Presutti,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130018638,2,Fair,Passable,1973,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Housing – single,Logement - simple,0,NONE,No Heritage Value,Aucune valeur patrimoniale,,0,0,0,0,0,0,Yes,Oui,March 2021: Final Visual (Isolation Type 1) - Asbestos-containing material removal required for compliance,Yes,Oui,"4070 Sideline 28, Rural Road 5","4070 Sideline 28, Route Rural 5",Pickering,,35,Ontario,Ontario,...,...,231,1,0,0,,1
546,112582,614375-B001,Shed,Remise,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130018638,2,Fair,Passable,1973,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,"4140 Sideline 28, Rural Road 5","4140 Sideline 28, Route Rural 5",Pickering,,35,Ontario,Ontario,...,...,59,1,0,0,,1
547,112583,614375-B002,House,Maison,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130018638,2,Fair,Passable,1973,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Housing – single,Logement - simple,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,"4140 Sideline 28, Rural Road 5","4140 Sideline 28, Route Rural 5",Pickering,,35,Ontario,Ontario,...,...,161,1,0,0,,1
553,112589,614379-B001,Barn,étable,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130018638,2,Fair,Passable,1973,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Shelter – animal,Abri - animaux,0,NONE,No Heritage Value,Aucune valeur patrimoniale,2006-05-16 0:00,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,4250 Sideline 28,4250 Sideline 28,Pickering,,35,Ontario,Ontario,Ex-MacKenzie ,Ex-MacKenzie ,127,1,0,0,,1
554,112590,614379-B002,Shed,Remise,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130018638,2,Fair,Passable,1973,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Vehicle/equipment storage,Entreposage des véhicules/de l'équipement,0,NONE,No Heritage Value,Aucune valeur patrimoniale,2006-05-16 0:00,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,4250 Sideline 28,4250 Sideline 28,Pickering,,35,Ontario,Ontario,Ex-MacKenzie ,Ex-MacKenzie ,40,1,0,0,,1
555,112591,614379-B003,Ex-MacKenzie House,Ancienne maison MacKenzie ,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130018638,2,Fair,Passable,1973,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Housing – single,Logement - simple,0,NONE,No Heritage Value,Aucune valeur patrimoniale,2006-05-16 0:00,0,0,0,0,0,0,Yes,Oui,March 2021: Asbestos-containing material removal required for compliance,Yes,Oui,4250 Sideline 28,4250 Sideline 28,Pickering,,35,Ontario,Ontario,Ex-MacKenzie ,Ex-MacKenzie ,124,1,0,0,,1
557,112593,614379-B005,Shed,Remise,0,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130018638,2,Fair,Passable,1973,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,8,Administrative Adjustment,Modification administrative,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,4250 Sideline 28,4250 Sideline 28,Pickering,,35,Ontario,Ontario,...,...,6,1,0,0,,1
587,112623,614399-B002,Community Hall (Atha School House),Centre communautaire (L'école Atha),1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130018638,2,Fair,Passable,1864,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Hall/mess,Hall/mess,0,RECOGNIZED,Recognized,Reconnu,2006-08-15 0:00,0,0,0,0,0,0,,,,,,"555 Concession 8, Rural Road 5","555 Concession 8, Route Rural 5",Pickering,,35,Ontario,Ontario,Former Atha School House,Ancienne école Atha,205,1,0,0,,1
588,112624,614402-B001,Garage,Garage,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130018638,2,Fair,Passable,1973,,,171,Transport Canada (Airport Programs),Transports Canada (Programmes aéroportuaires),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Vehicle/equipment storage,Entreposage des véhicules/de l'équipement,0,NONE,No Heritage Value,Aucune valeur patrimoniale,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,"390 Concession 7, Rural Road 5","390 Concession 7, Route Rural 5",Pickering,,35,Ontario,Ontario,...,...,80,1,0,0,,1
